uid,post_subtype,pre_crop_path,post_crop_path,pre_mask_path,post_mask_path,pad_used_px,pre_bbox_xyxy,post_bbox_xyxy,pre_size,post_size
106d9419-2e64-4cf7-b2d8-0a96a6dd9636,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\106d9419-2e64-4cf7-b2d8-0a96a6dd9636_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\106d9419-2e64-4cf7-b2d8-0a96a6dd9636_post.jpg,,,12,"913,617,960,678","913,617,960,678",47x61,47x61
10f2b1ca-a297-409b-81fd-bcdf5d122dab,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\10f2b1ca-a297-409b-81fd-bcdf5d122dab_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\10f2b1ca-a297-409b-81fd-bcdf5d122dab_post.jpg,,,12,"880,671,1009,761","880,671,1009,761",129x90,129x90
137037d6-74b8-4fe0-87e2-137f7770aa69,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\137037d6-74b8-4fe0-87e2-137f7770aa69_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\137037d6-74b8-4fe0-87e2-137f7770aa69_post.jpg,,,13,"690,458,735,525","690,458,735,525",45x67,45x67
1513879a-2c74-4b88-a4e5-3837f79cf175,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1513879a-2c74-4b88-a4e5-3837f79cf175_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1513879a-2c74-4b88-a4e5-3837f79cf175_post.jpg,,,13,"0,821,40,890","0,821,40,890",40x69,40x69
172171d1-93b9-42a4-b072-c583b0e2563a,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\172171d1-93b9-42a4-b072-c583b0e2563a_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\172171d1-93b9-42a4-b072-c583b0e2563a_post.jpg,,,13,"314,0,363,62","314,0,363,62",49x62,49x62
193fe356-3573-4460-860e-dc43acff25bc,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\193fe356-3573-4460-860e-dc43acff25bc_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\193fe356-3573-4460-860e-dc43acff25bc_post.jpg,,,35,"972,796,1024,911","972,796,1024,911",52x115,52x115
1960577e-121c-48d9-81ec-2b981254702e,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1960577e-121c-48d9-81ec-2b981254702e_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1960577e-121c-48d9-81ec-2b981254702e_post.jpg,,,12,"700,156,757,203","700,156,757,203",57x47,57x47
1a7e2652-4a48-41eb-95ed-de64aa66e57f,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1a7e2652-4a48-41eb-95ed-de64aa66e57f_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1a7e2652-4a48-41eb-95ed-de64aa66e57f_post.jpg,,,13,"0,257,20,332","0,257,20,332",20x75,20x75
1b239a26-f325-4ac4-82a4-8122da012995,minor-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1b239a26-f325-4ac4-82a4-8122da012995_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1b239a26-f325-4ac4-82a4-8122da012995_post.jpg,,,12,"109,651,430,874","109,651,430,874",321x223,321x223
1ce33bbd-fe12-4cad-bc3a-1718b9018fa2,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1ce33bbd-fe12-4cad-bc3a-1718b9018fa2_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1ce33bbd-fe12-4cad-bc3a-1718b9018fa2_post.jpg,,,13,"21,642,82,724","21,642,82,724",61x82,61x82
1defa4d6-ecd2-4267-96ba-33075cfada6e,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1defa4d6-ecd2-4267-96ba-33075cfada6e_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\1defa4d6-ecd2-4267-96ba-33075cfada6e_post.jpg,,,12,"536,142,580,210","536,142,580,210",44x68,44x68
215f06bd-fb37-46ad-b1a4-4149cf67880d,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\215f06bd-fb37-46ad-b1a4-4149cf67880d_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\215f06bd-fb37-46ad-b1a4-4149cf67880d_post.jpg,,,12,"736,178,792,226","736,178,792,226",56x48,56x48
22ef0c87-0d99-42d6-8a4d-f59d9af66d9d,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\22ef0c87-0d99-42d6-8a4d-f59d9af66d9d_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\22ef0c87-0d99-42d6-8a4d-f59d9af66d9d_post.jpg,,,14,"456,982,532,1024","456,982,532,1024",76x42,76x42
24bcd6fe-b40d-4e21-8a6c-be2553b0fc6b,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\24bcd6fe-b40d-4e21-8a6c-be2553b0fc6b_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\24bcd6fe-b40d-4e21-8a6c-be2553b0fc6b_post.jpg,,,12,"484,376,531,445","484,376,531,445",47x69,47x69
264f142e-1267-4684-a792-76c129df2597,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\264f142e-1267-4684-a792-76c129df2597_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\264f142e-1267-4684-a792-76c129df2597_post.jpg,,,12,"717,364,757,431","717,364,757,431",40x67,40x67
27574bd0-3b9c-4a67-8e3e-a36411d17302,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\27574bd0-3b9c-4a67-8e3e-a36411d17302_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\27574bd0-3b9c-4a67-8e3e-a36411d17302_post.jpg,,,12,"736,110,791,160","736,110,791,160",55x50,55x50
27a04503-b284-4c91-aa27-cdbf51e7774f,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\27a04503-b284-4c91-aa27-cdbf51e7774f_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\27a04503-b284-4c91-aa27-cdbf51e7774f_post.jpg,,,12,"586,371,638,424","586,371,638,424",52x53,52x53
27e66541-1a9e-42f1-b712-ce76b99c9301,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\27e66541-1a9e-42f1-b712-ce76b99c9301_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\27e66541-1a9e-42f1-b712-ce76b99c9301_post.jpg,,,13,"0,154,49,217","0,154,49,217",49x63,49x63
29a9df1c-4152-4ae9-a002-e038d223372d,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\29a9df1c-4152-4ae9-a002-e038d223372d_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\29a9df1c-4152-4ae9-a002-e038d223372d_post.jpg,,,12,"955,582,1008,638","955,582,1008,638",53x56,53x56
2b3a4e80-2bb1-4e09-afcb-1fefef7f5fac,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\2b3a4e80-2bb1-4e09-afcb-1fefef7f5fac_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\2b3a4e80-2bb1-4e09-afcb-1fefef7f5fac_post.jpg,,,13,"31,109,89,177","31,109,89,177",58x68,58x68
2d297823-243a-4fc2-9c05-8adf3f0e603d,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\2d297823-243a-4fc2-9c05-8adf3f0e603d_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\2d297823-243a-4fc2-9c05-8adf3f0e603d_post.jpg,,,12,"831,675,875,743","831,675,875,743",44x68,44x68
30a1826a-6b3d-4dcd-b53c-f0ef5e89f0a2,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\30a1826a-6b3d-4dcd-b53c-f0ef5e89f0a2_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\30a1826a-6b3d-4dcd-b53c-f0ef5e89f0a2_post.jpg,,,13,"911,516,972,608","911,516,972,608",61x92,61x92
30c88903-e462-448e-8148-a84b5d09f02a,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\30c88903-e462-448e-8148-a84b5d09f02a_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\30c88903-e462-448e-8148-a84b5d09f02a_post.jpg,,,12,"948,280,1006,336","948,280,1006,336",58x56,58x56
3170225f-1eec-4750-856d-64b977e91988,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3170225f-1eec-4750-856d-64b977e91988_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3170225f-1eec-4750-856d-64b977e91988_post.jpg,,,12,"846,675,904,759","846,675,904,759",58x84,58x84
317f4a57-8278-4846-8313-63d2afd28074,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\317f4a57-8278-4846-8313-63d2afd28074_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\317f4a57-8278-4846-8313-63d2afd28074_post.jpg,,,12,"691,578,748,674","691,578,748,674",57x96,57x96
31eabe46-53fc-4aa1-b37f-e0be84031d0e,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\31eabe46-53fc-4aa1-b37f-e0be84031d0e_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\31eabe46-53fc-4aa1-b37f-e0be84031d0e_post.jpg,,,13,"0,81,54,134","0,81,54,134",54x53,54x53
3313189f-1d07-4386-8506-abfbe94e4d02,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3313189f-1d07-4386-8506-abfbe94e4d02_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3313189f-1d07-4386-8506-abfbe94e4d02_post.jpg,,,12,"638,94,694,138","638,94,694,138",56x44,56x44
3440e39f-60c4-4b1b-a1eb-1a0f0c48a445,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3440e39f-60c4-4b1b-a1eb-1a0f0c48a445_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3440e39f-60c4-4b1b-a1eb-1a0f0c48a445_post.jpg,,,12,"918,114,974,163","918,114,974,163",56x49,56x49
36692b58-bb07-47ad-9451-b0b6ffa9ac7f,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\36692b58-bb07-47ad-9451-b0b6ffa9ac7f_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\36692b58-bb07-47ad-9451-b0b6ffa9ac7f_post.jpg,,,12,"486,143,531,210","486,143,531,210",45x67,45x67
36c7c36e-22f7-4760-a3e9-420d5a9ebe19,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\36c7c36e-22f7-4760-a3e9-420d5a9ebe19_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\36c7c36e-22f7-4760-a3e9-420d5a9ebe19_post.jpg,,,12,"738,90,791,139","738,90,791,139",53x49,53x49
36e9c89f-b301-4eec-b68c-812b2f6dedd5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\36e9c89f-b301-4eec-b68c-812b2f6dedd5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\36e9c89f-b301-4eec-b68c-812b2f6dedd5_post.jpg,,,12,"571,517,639,617","571,517,639,617",68x100,68x100
39141c09-af1f-4457-8988-0636d6a4f9c5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\39141c09-af1f-4457-8988-0636d6a4f9c5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\39141c09-af1f-4457-8988-0636d6a4f9c5_post.jpg,,,12,"916,452,971,498","916,452,971,498",55x46,55x46
3afbde0b-a0f2-40c4-b455-d1ab4a4a80a3,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3afbde0b-a0f2-40c4-b455-d1ab4a4a80a3_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3afbde0b-a0f2-40c4-b455-d1ab4a4a80a3_post.jpg,,,12,"708,459,752,526","708,459,752,526",44x67,44x67
3b22653b-cf0d-48a0-941a-977cbfea5b05,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3b22653b-cf0d-48a0-941a-977cbfea5b05_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3b22653b-cf0d-48a0-941a-977cbfea5b05_post.jpg,,,13,"574,660,641,791","574,660,641,791",67x131,67x131
3b425a80-6cf9-4475-a04b-050e79fae0cf,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3b425a80-6cf9-4475-a04b-050e79fae0cf_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3b425a80-6cf9-4475-a04b-050e79fae0cf_post.jpg,,,12,"503,143,545,210","503,143,545,210",42x67,42x67
3eb0a1d5-3319-4c90-bf48-74628b75e93d,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3eb0a1d5-3319-4c90-bf48-74628b75e93d_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3eb0a1d5-3319-4c90-bf48-74628b75e93d_post.jpg,,,12,"666,519,714,589","666,519,714,589",48x70,48x70
3ff872f6-bc39-4dff-b9c2-5363aaaf94d5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3ff872f6-bc39-4dff-b9c2-5363aaaf94d5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\3ff872f6-bc39-4dff-b9c2-5363aaaf94d5_post.jpg,,,12,"835,301,880,371","835,301,880,371",45x70,45x70
4127f7e8-f184-427c-bb5a-0ab65820d415,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\4127f7e8-f184-427c-bb5a-0ab65820d415_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\4127f7e8-f184-427c-bb5a-0ab65820d415_post.jpg,,,12,"668,136,725,194","668,136,725,194",57x58,57x58
4331213f-77a3-4e81-a4e1-8943fbc92481,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\4331213f-77a3-4e81-a4e1-8943fbc92481_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\4331213f-77a3-4e81-a4e1-8943fbc92481_post.jpg,,,13,"0,423,19,492","0,423,19,492",19x69,19x69
43e7e982-ac58-40bf-bef7-7b0d2b0c6493,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\43e7e982-ac58-40bf-bef7-7b0d2b0c6493_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000018\43e7e982-ac58-40bf-bef7-7b0d2b0c6493_post.jpg,,,12,"815,675,856,743","815,675,856,743",41x68,41x68
