uid,post_subtype,pre_crop_path,post_crop_path,pre_mask_path,post_mask_path,pad_used_px,pre_bbox_xyxy,post_bbox_xyxy,pre_size,post_size
157c44c6-6553-4797-b320-a17cadeb8f43,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\157c44c6-6553-4797-b320-a17cadeb8f43_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\157c44c6-6553-4797-b320-a17cadeb8f43_post.jpg,,,12,"146,639,253,704","146,639,253,704",107x65,107x65
1f165efb-4648-43e9-8975-5ad703c9fd83,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\1f165efb-4648-43e9-8975-5ad703c9fd83_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\1f165efb-4648-43e9-8975-5ad703c9fd83_post.jpg,,,13,"846,174,925,284","846,174,925,284",79x110,79x110
20e62a3a-46ae-4ee5-8601-858223aa21b2,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\20e62a3a-46ae-4ee5-8601-858223aa21b2_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\20e62a3a-46ae-4ee5-8601-858223aa21b2_post.jpg,,,13,"0,839,109,949","0,839,109,950",109x110,109x111
250528a9-a149-49fd-bbcc-32354dd4105f,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\250528a9-a149-49fd-bbcc-32354dd4105f_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\250528a9-a149-49fd-bbcc-32354dd4105f_post.jpg,,,12,"133,60,269,127","133,60,269,127",136x67,136x67
2adbab02-ac16-4399-856c-e5509d8dd68c,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\2adbab02-ac16-4399-856c-e5509d8dd68c_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\2adbab02-ac16-4399-856c-e5509d8dd68c_post.jpg,,,13,"616,398,738,486","616,398,738,486",122x88,122x88
348868c9-b055-4fa8-976c-fbc2451ae73b,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\348868c9-b055-4fa8-976c-fbc2451ae73b_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\348868c9-b055-4fa8-976c-fbc2451ae73b_post.jpg,,,12,"261,148,342,218","261,148,342,218",81x70,81x70
3ba385dd-ad72-41f2-9b92-955dbf5eafcb,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\3ba385dd-ad72-41f2-9b92-955dbf5eafcb_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\3ba385dd-ad72-41f2-9b92-955dbf5eafcb_post.jpg,,,12,"322,788,356,822","322,788,356,822",34x34,34x34
4158cac2-af50-4f80-9c05-5b49b021b4f3,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\4158cac2-af50-4f80-9c05-5b49b021b4f3_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\4158cac2-af50-4f80-9c05-5b49b021b4f3_post.jpg,,,12,"925,362,987,453","925,362,987,453",62x91,62x91
44d3f175-3dd8-42ec-8088-faf6b436dbc4,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\44d3f175-3dd8-42ec-8088-faf6b436dbc4_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\44d3f175-3dd8-42ec-8088-faf6b436dbc4_post.jpg,,,13,"886,730,954,813","886,730,954,813",68x83,68x83
44f9afec-c954-43bf-a5ff-f9df5f50d650,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\44f9afec-c954-43bf-a5ff-f9df5f50d650_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\44f9afec-c954-43bf-a5ff-f9df5f50d650_post.jpg,,,13,"959,873,1019,945","959,873,1019,945",60x72,60x72
479177f5-a462-42b0-be87-0807851d9db4,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\479177f5-a462-42b0-be87-0807851d9db4_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\479177f5-a462-42b0-be87-0807851d9db4_post.jpg,,,13,"43,773,81,812","43,773,81,812",38x39,38x39
48f8211f-ef35-488f-bb02-578ee1051dfc,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\48f8211f-ef35-488f-bb02-578ee1051dfc_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\48f8211f-ef35-488f-bb02-578ee1051dfc_post.jpg,,,13,"408,579,484,688","408,579,484,688",76x109,76x109
49c2403d-0033-49db-8fe5-b3a7999f8ac5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\49c2403d-0033-49db-8fe5-b3a7999f8ac5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\49c2403d-0033-49db-8fe5-b3a7999f8ac5_post.jpg,,,13,"464,65,595,183","464,65,595,183",131x118,131x118
4fc14e41-43c7-4d93-8fe6-125b469ebc2f,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\4fc14e41-43c7-4d93-8fe6-125b469ebc2f_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\4fc14e41-43c7-4d93-8fe6-125b469ebc2f_post.jpg,,,13,"805,345,879,455","805,345,879,455",74x110,74x110
4ffffabc-1195-4aaf-bcfe-4d56e3fc1d76,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\4ffffabc-1195-4aaf-bcfe-4d56e3fc1d76_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\4ffffabc-1195-4aaf-bcfe-4d56e3fc1d76_post.jpg,,,13,"614,623,719,701","614,623,719,701",105x78,105x78
51684d4c-e4cd-4508-9fb2-690f73163947,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\51684d4c-e4cd-4508-9fb2-690f73163947_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\51684d4c-e4cd-4508-9fb2-690f73163947_post.jpg,,,26,"966,87,1024,222","966,87,1024,222",58x135,58x135
55e5f073-8977-4e86-a490-7805eb399e43,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\55e5f073-8977-4e86-a490-7805eb399e43_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\55e5f073-8977-4e86-a490-7805eb399e43_post.jpg,,,13,"982,353,1024,437","982,353,1024,437",42x84,42x84
594d2fde-822d-41c5-ac0c-79fd2fd5cf04,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\594d2fde-822d-41c5-ac0c-79fd2fd5cf04_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\594d2fde-822d-41c5-ac0c-79fd2fd5cf04_post.jpg,,,13,"759,613,862,711","759,613,862,711",103x98,103x98
5ac5ae86-e864-4ef5-9098-eff22273e51c,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\5ac5ae86-e864-4ef5-9098-eff22273e51c_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\5ac5ae86-e864-4ef5-9098-eff22273e51c_post.jpg,,,12,"313,692,350,736","313,692,350,736",37x44,37x44
5d9f3a27-bc4a-446c-8099-a09f7d668d33,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\5d9f3a27-bc4a-446c-8099-a09f7d668d33_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\5d9f3a27-bc4a-446c-8099-a09f7d668d33_post.jpg,,,12,"584,915,703,949","584,915,703,950",119x34,119x35
5dc42d30-7a15-4413-b893-5babf330754e,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\5dc42d30-7a15-4413-b893-5babf330754e_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\5dc42d30-7a15-4413-b893-5babf330754e_post.jpg,,,12,"794,464,861,542","794,464,861,542",67x78,67x78
601d5476-a760-4715-942c-59c3aa80a9b0,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\601d5476-a760-4715-942c-59c3aa80a9b0_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\601d5476-a760-4715-942c-59c3aa80a9b0_post.jpg,,,13,"847,700,892,751","847,700,892,751",45x51,45x51
6588bd8e-a5a5-4db5-aec6-b2711f4286a2,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6588bd8e-a5a5-4db5-aec6-b2711f4286a2_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6588bd8e-a5a5-4db5-aec6-b2711f4286a2_post.jpg,,,12,"274,626,308,666","274,626,308,666",34x40,34x40
67f5206a-03dd-4ae8-a828-ae8ff168d6f5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\67f5206a-03dd-4ae8-a828-ae8ff168d6f5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\67f5206a-03dd-4ae8-a828-ae8ff168d6f5_post.jpg,,,13,"461,171,596,306","461,171,596,306",135x135,135x135
6cfc4c0b-f2b9-4308-b4f9-a5566cac5ea3,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6cfc4c0b-f2b9-4308-b4f9-a5566cac5ea3_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6cfc4c0b-f2b9-4308-b4f9-a5566cac5ea3_post.jpg,,,12,"751,853,809,904","751,853,809,904",58x51,58x51
6e5baaae-be4a-45bf-bb17-c7fff6851500,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6e5baaae-be4a-45bf-bb17-c7fff6851500_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6e5baaae-be4a-45bf-bb17-c7fff6851500_post.jpg,,,12,"612,403,665,447","612,403,665,447",53x44,53x44
6edae7c9-a1e7-4e9a-9f50-12aa597b85ef,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6edae7c9-a1e7-4e9a-9f50-12aa597b85ef_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\6edae7c9-a1e7-4e9a-9f50-12aa597b85ef_post.jpg,,,13,"898,937,984,949","898,937,984,950",86x12,86x13
75b53b46-7009-4448-864f-7fb45befb817,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\75b53b46-7009-4448-864f-7fb45befb817_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\75b53b46-7009-4448-864f-7fb45befb817_post.jpg,,,13,"889,613,971,729","889,613,971,729",82x116,82x116
77810d3e-af99-464b-bcb5-97c8d708042f,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\77810d3e-af99-464b-bcb5-97c8d708042f_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\77810d3e-af99-464b-bcb5-97c8d708042f_post.jpg,,,13,"298,865,352,912","298,865,352,912",54x47,54x47
7a413aed-840f-4c3a-bdc7-cf005c869dff,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\7a413aed-840f-4c3a-bdc7-cf005c869dff_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\7a413aed-840f-4c3a-bdc7-cf005c869dff_post.jpg,,,13,"856,937,904,949","856,937,904,950",48x12,48x13
7dbbb9e9-2ed8-4d34-b1b5-821641f12004,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\7dbbb9e9-2ed8-4d34-b1b5-821641f12004_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\7dbbb9e9-2ed8-4d34-b1b5-821641f12004_post.jpg,,,12,"549,126,602,179","549,126,602,179",53x53,53x53
80736868-c764-4f0c-8d01-e4b3e06b8d32,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\80736868-c764-4f0c-8d01-e4b3e06b8d32_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\80736868-c764-4f0c-8d01-e4b3e06b8d32_post.jpg,,,12,"601,165,635,196","601,165,635,196",34x31,34x31
80d3f9b1-c967-4ca9-88b0-30fa92d81a40,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\80d3f9b1-c967-4ca9-88b0-30fa92d81a40_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\80d3f9b1-c967-4ca9-88b0-30fa92d81a40_post.jpg,,,13,"894,702,944,752","894,702,944,752",50x50,50x50
88c1441f-c995-4edc-8cf6-b599602b42b3,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\88c1441f-c995-4edc-8cf6-b599602b42b3_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\88c1441f-c995-4edc-8cf6-b599602b42b3_post.jpg,,,13,"170,834,258,949","170,834,258,950",88x115,88x116
88f140c6-f404-488d-97bc-5704d8d6e708,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\88f140c6-f404-488d-97bc-5704d8d6e708_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\88f140c6-f404-488d-97bc-5704d8d6e708_post.jpg,,,16,"994,663,1024,722","994,663,1024,721",30x59,30x58
8b6c77ad-62c7-4c7e-8000-396c1a967130,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8b6c77ad-62c7-4c7e-8000-396c1a967130_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8b6c77ad-62c7-4c7e-8000-396c1a967130_post.jpg,,,12,"928,727,1003,824","928,727,1003,824",75x97,75x97
8cedbb49-c490-4845-8eec-ae2a60737476,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8cedbb49-c490-4845-8eec-ae2a60737476_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8cedbb49-c490-4845-8eec-ae2a60737476_post.jpg,,,12,"444,741,479,780","444,741,479,780",35x39,35x39
8e7fc2c0-1537-40e3-82b5-e398263d33b0,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8e7fc2c0-1537-40e3-82b5-e398263d33b0_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8e7fc2c0-1537-40e3-82b5-e398263d33b0_post.jpg,,,13,"165,480,205,518","165,480,205,518",40x38,40x38
8f09068e-a675-4a4b-a837-2f45726e83fc,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8f09068e-a675-4a4b-a837-2f45726e83fc_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8f09068e-a675-4a4b-a837-2f45726e83fc_post.jpg,,,13,"901,179,950,223","901,179,950,223",49x44,49x44
8f497007-5f07-45f7-88e4-c319b1e84e57,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8f497007-5f07-45f7-88e4-c319b1e84e57_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\8f497007-5f07-45f7-88e4-c319b1e84e57_post.jpg,,,43,"966,866,1024,949","966,866,1024,950",58x83,58x84
90a134c0-7bd9-4031-bbb0-302fa282cfbc,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\90a134c0-7bd9-4031-bbb0-302fa282cfbc_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\90a134c0-7bd9-4031-bbb0-302fa282cfbc_post.jpg,,,23,"974,686,1024,758","974,686,1024,758",50x72,50x72
91985e42-3369-4033-a9e9-d02ce9f5ff6c,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\91985e42-3369-4033-a9e9-d02ce9f5ff6c_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\91985e42-3369-4033-a9e9-d02ce9f5ff6c_post.jpg,,,13,"457,223,507,268","457,223,507,268",50x45,50x45
91eb57b1-0419-4e19-aca0-4f83a9165268,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\91eb57b1-0419-4e19-aca0-4f83a9165268_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\91eb57b1-0419-4e19-aca0-4f83a9165268_post.jpg,,,12,"911,151,956,193","911,151,956,193",45x42,45x42
961e3de7-d17f-424c-a24f-ba8932147d7d,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\961e3de7-d17f-424c-a24f-ba8932147d7d_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\961e3de7-d17f-424c-a24f-ba8932147d7d_post.jpg,,,13,"752,927,831,949","752,927,831,950",79x22,79x23
98d0f0c5-fbf1-4f5e-b352-84486a949b65,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\98d0f0c5-fbf1-4f5e-b352-84486a949b65_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\98d0f0c5-fbf1-4f5e-b352-84486a949b65_post.jpg,,,13,"888,441,934,493","888,441,934,493",46x52,46x52
9cd873a2-26f1-47b2-b732-e516c5b656a1,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\9cd873a2-26f1-47b2-b732-e516c5b656a1_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\9cd873a2-26f1-47b2-b732-e516c5b656a1_post.jpg,,,13,"583,809,708,907","583,809,708,907",125x98,125x98
9f484169-a4af-4d0f-a039-626c4960aab8,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\9f484169-a4af-4d0f-a039-626c4960aab8_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\9f484169-a4af-4d0f-a039-626c4960aab8_post.jpg,,,12,"931,443,995,559","931,443,995,559",64x116,64x116
a1348395-469e-47d3-ad3a-2e8fb77fcaba,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a1348395-469e-47d3-ad3a-2e8fb77fcaba_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a1348395-469e-47d3-ad3a-2e8fb77fcaba_post.jpg,,,12,"0,619,135,814","0,619,135,814",135x195,135x195
a2a39fb9-44fa-4bbc-81ab-fb7158fca7c9,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a2a39fb9-44fa-4bbc-81ab-fb7158fca7c9_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a2a39fb9-44fa-4bbc-81ab-fb7158fca7c9_post.jpg,,,12,"790,904,854,949","790,904,854,950",64x45,64x46
a437e85b-5026-4b6a-89e0-b5dda5b4a097,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a437e85b-5026-4b6a-89e0-b5dda5b4a097_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a437e85b-5026-4b6a-89e0-b5dda5b4a097_post.jpg,,,12,"976,449,1023,490","976,449,1023,490",47x41,47x41
a5f7a70e-f68f-4a58-90e2-bd054979a6e5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a5f7a70e-f68f-4a58-90e2-bd054979a6e5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a5f7a70e-f68f-4a58-90e2-bd054979a6e5_post.jpg,,,13,"943,620,1007,692","943,620,1007,692",64x72,64x72
a70fc38a-508a-473d-bede-e19fc7ec4dbd,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a70fc38a-508a-473d-bede-e19fc7ec4dbd_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000023\a70fc38a-508a-473d-bede-e19fc7ec4dbd_post.jpg,,,13,"755,689,858,805","755,689,858,805",103x116,103x116
