uid,post_subtype,pre_crop_path,post_crop_path,pre_mask_path,post_mask_path,pad_used_px,pre_bbox_xyxy,post_bbox_xyxy,pre_size,post_size
5ec465a5-0573-4a32-bcff-79c3935c3fbc,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\5ec465a5-0573-4a32-bcff-79c3935c3fbc_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\5ec465a5-0573-4a32-bcff-79c3935c3fbc_post.jpg,,,12,"594,746,638,798","594,746,638,798",44x52,44x52
62acf959-b249-47d4-a68b-44fc2cf06ece,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\62acf959-b249-47d4-a68b-44fc2cf06ece_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\62acf959-b249-47d4-a68b-44fc2cf06ece_post.jpg,,,13,"43,988,86,1024","43,988,86,1024",43x36,43x36
62d2eb45-cc4a-47af-a020-c1a29d88cb27,major-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\62d2eb45-cc4a-47af-a020-c1a29d88cb27_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\62d2eb45-cc4a-47af-a020-c1a29d88cb27_post.jpg,,,55,"345,250,524,390","345,250,524,390",179x140,179x140
63daf152-7503-45d7-9a73-a4b61d31ee6b,minor-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\63daf152-7503-45d7-9a73-a4b61d31ee6b_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\63daf152-7503-45d7-9a73-a4b61d31ee6b_post.jpg,,,13,"108,450,174,516","108,450,174,516",66x66,66x66
674e3e44-f8b2-4257-823f-5143b23eac74,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\674e3e44-f8b2-4257-823f-5143b23eac74_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\674e3e44-f8b2-4257-823f-5143b23eac74_post.jpg,,,12,"558,742,608,802","558,742,608,802",50x60,50x60
7bcb8a71-1fba-4caa-a837-a3886a714f20,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\7bcb8a71-1fba-4caa-a837-a3886a714f20_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\7bcb8a71-1fba-4caa-a837-a3886a714f20_post.jpg,,,12,"463,673,507,717","463,673,507,717",44x44,44x44
7ccbb046-1311-45d1-a50a-0683a7f208a5,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\7ccbb046-1311-45d1-a50a-0683a7f208a5_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\7ccbb046-1311-45d1-a50a-0683a7f208a5_post.jpg,,,13,"581,729,629,774","581,729,629,774",48x45,48x45
85228863-81c7-4364-ae87-3df584f819d0,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\85228863-81c7-4364-ae87-3df584f819d0_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\85228863-81c7-4364-ae87-3df584f819d0_post.jpg,,,13,"0,647,26,702","0,647,26,702",26x55,26x55
98b132df-5631-44f4-8f6d-02b88846aa05,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\98b132df-5631-44f4-8f6d-02b88846aa05_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\98b132df-5631-44f4-8f6d-02b88846aa05_post.jpg,,,12,"80,610,137,666","80,610,137,666",57x56,57x56
b167edb0-83d8-48e1-9cad-2c9879ea0208,minor-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\b167edb0-83d8-48e1-9cad-2c9879ea0208_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\b167edb0-83d8-48e1-9cad-2c9879ea0208_post.jpg,,,13,"55,444,135,531","55,444,135,531",80x87,80x87
c055c677-35c4-4fc8-ac13-aa8635015234,minor-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\c055c677-35c4-4fc8-ac13-aa8635015234_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\c055c677-35c4-4fc8-ac13-aa8635015234_post.jpg,,,13,"195,454,278,557","195,454,278,557",83x103,83x103
caf31d92-0953-4afc-8334-07256dba35b9,minor-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\caf31d92-0953-4afc-8334-07256dba35b9_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\caf31d92-0953-4afc-8334-07256dba35b9_post.jpg,,,12,"255,408,338,496","255,408,338,496",83x88,83x88
f4d7349e-1ee9-4cf4-8e49-7b0182ff9800,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\f4d7349e-1ee9-4cf4-8e49-7b0182ff9800_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\f4d7349e-1ee9-4cf4-8e49-7b0182ff9800_post.jpg,,,12,"468,693,510,731","468,693,510,731",42x38,42x38
f66b58d9-e013-42f7-86fa-3b0a4c377915,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\f66b58d9-e013-42f7-86fa-3b0a4c377915_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\f66b58d9-e013-42f7-86fa-3b0a4c377915_post.jpg,,,13,"0,908,62,986","0,908,62,986",62x78,62x78
f6b93530-1efc-48f7-93ad-8c7da4273740,minor-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\f6b93530-1efc-48f7-93ad-8c7da4273740_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000033\f6b93530-1efc-48f7-93ad-8c7da4273740_post.jpg,,,12,"111,287,191,358","111,287,191,358",80x71,80x71
