uid,scene_id,damage_label,latitude,longitude,street_address,house_number,road,city,county,state,postcode,country,display_name,geocoder_source,geocoder_error
5192912f-a120-455c-9bf9-ac7d8231b696,hurricane-harvey_00000003,no-damage,29.7594474,-95.4586299,4704 Post Oak Timber Drive,4704,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4704, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
16731f39-b796-4de0-9925-b1dccc9dcbe8,hurricane-harvey_00000003,no-damage,29.7596903,-95.4591576,4704 Post Oak Timber Drive,4704,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4704, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
c4a161fe-1329-4f56-97eb-48b931cd7643,hurricane-harvey_00000003,no-damage,29.7597147,-95.4589792,4704 Post Oak Timber Drive,4704,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4704, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
fa595f54-9ed8-445b-aace-847b8975b36d,hurricane-harvey_00000003,no-damage,29.7598814,-95.4591075,Riverway,,Riverway,Houston,Harris County,Texas,77056,United States,"Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
93f6f688-13f6-45e7-8e1d-5265ba28e936,hurricane-harvey_00000003,no-damage,29.7600264,-95.4589444,Riverway,,Riverway,Houston,Harris County,Texas,77056,United States,"Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
ead5e4f9-0326-4540-b7f2-17513acf0e88,hurricane-harvey_00000003,no-damage,29.7601429,-95.4588687,Riverway,,Riverway,Houston,Harris County,Texas,77056,United States,"Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
6bc0c2bc-1af9-4307-9cee-1b0aa628b394,hurricane-harvey_00000003,no-damage,29.7604453,-95.4591696,Riverway,,Riverway,Houston,Harris County,Texas,77056,United States,"Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
7a3b0d29-c51c-4b80-9ba7-46113e94ba9c,hurricane-harvey_00000003,no-damage,29.7586627,-95.4594802,4799 Post Oak Timber Drive,4799,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4799, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
8c435808-f83e-4170-acdf-0fea4552e8ba,hurricane-harvey_00000003,minor-damage,29.759832,-95.4583738,4701 Post Oak Timber Drive,4701,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4701, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
18cf09ef-34d0-4452-870b-f8c726482bf9,hurricane-harvey_00000003,minor-damage,29.7603386,-95.4587167,Riverway,,Riverway,Houston,Harris County,Texas,77056,United States,"Omni Houston Hotel Parking Garage, Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
92d45daf-5d1b-4fb1-bf12-cadbbe65dbcb,hurricane-harvey_00000003,minor-damage,29.7593298,-95.4586534,4704 Post Oak Timber Drive,4704,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4704, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
a1fa9e2c-b262-4f4c-808d-401e1dcd9ddc,hurricane-harvey_00000003,minor-damage,29.7594052,-95.4584562,4701 Post Oak Timber Drive,4701,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4701, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
001fbd6c-83af-44c6-84ac-b11e23f9eb94,hurricane-harvey_00000003,minor-damage,29.7596501,-95.4589079,4704 Post Oak Timber Drive,4704,Post Oak Timber Drive,Houston,Harris County,Texas,77056,United States,"4704, Post Oak Timber Drive, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
0122a35c-035b-4a85-950c-5acabe42224d,hurricane-harvey_00000003,minor-damage,29.7594914,-95.4580925,Uptown Park Boulevard,,Uptown Park Boulevard,Houston,Harris County,Texas,77056,United States,"Uptown Park Boulevard, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
977e9bb6-1d41-436d-b3f3-4308f3a0cadb,hurricane-harvey_00000003,no-damage,29.7581893,-95.4566064,1121 Uptown Park Boulevard,1121,Uptown Park Boulevard,Houston,Harris County,Texas,77056,United States,"Linda's Couture Alterations, 1121, Uptown Park Boulevard, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
fe71823d-66f5-4b88-879e-80015beed59f,hurricane-harvey_00000003,no-damage,29.7588396,-95.4562466,Uptown Park Boulevard,,Uptown Park Boulevard,Houston,Harris County,Texas,77056,United States,"Uptown Park Boulevard, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
7616b255-eea7-47cd-8624-cdf83457c72b,hurricane-harvey_00000011,no-damage,29.7349641,-95.4834701,5965 Winsome Lane,5965,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5965, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
ee8bf3d6-b293-4e7d-a64d-976c462bec7c,hurricane-harvey_00000011,no-damage,29.7351238,-95.4831186,5945 Winsome Lane,5945,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5945, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
5194ff07-a240-4173-a526-0ab8069e77b2,hurricane-harvey_00000011,no-damage,29.7352104,-95.4832554,5951 Winsome Lane,5951,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5951, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
247a0a6b-13f3-4f81-b3f5-590440fa241c,hurricane-harvey_00000011,no-damage,29.7348758,-95.4828276,5927 Winsome Lane,5927,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5927, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
d8c3e5a3-f40b-4bfe-a461-191e1a2ac55e,hurricane-harvey_00000011,no-damage,29.735193,-95.482776,5925 Winsome Lane,5925,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5925, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
a4349083-a5b9-4628-910c-e416e4cc5a6f,hurricane-harvey_00000011,no-damage,29.7351473,-95.4835817,5971 Winsome Lane,5971,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5971, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
49522625-d053-48f9-8d6a-7c292c4dfba8,hurricane-harvey_00000011,no-damage,29.7349513,-95.4823885,5903 Winsome Lane,5903,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5903, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
a2c5ea45-f6d4-4b15-b4e9-ee03c4bec303,hurricane-harvey_00000011,no-damage,29.7350515,-95.4826899,5919 Winsome Lane,5919,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5919, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
1ff93cef-51cd-4670-8bf2-2fed6636e2ab,hurricane-harvey_00000011,no-damage,29.735131,-95.4820315,5883 Winsome Lane,5883,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5883, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
ea168ab0-448a-4ece-b73e-fffee5add997,hurricane-harvey_00000011,no-damage,29.7350161,-95.480368,2907 Bering Drive,2907,Bering Drive,Houston,Harris County,Texas,77057,United States,"2907, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
43f4fa71-0029-4a14-9fcc-8109b05808f1,hurricane-harvey_00000011,no-damage,29.7352473,-95.4808724,5817 Winsome Lane,5817,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5817, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
df016ee5-6fbc-4045-b7e2-e9cbad212031,hurricane-harvey_00000011,no-damage,29.7364644,-95.4853719,6014 Winsome Lane,6014,Winsome Lane,Houston,Harris County,Texas,77057,United States,"6014, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
da697b13-fc7a-40d7-8d77-cd2c7d2920a4,hurricane-harvey_00000011,no-damage,29.7366812,-95.4837027,5865 Westheimer Road,5865,Westheimer Road,Houston,Harris County,Texas,77057,United States,"Chama Gaucha, 5865, Westheimer Road, Houston, Harris County, Texas, 77057, United States",nominatim,
893aabca-a3fe-4c09-afbc-4b08a9adf774,hurricane-harvey_00000011,no-damage,29.734978,-95.4781114,5610 Dolores Street,5610,Dolores Street,Houston,Harris County,Texas,77056,United States,"5610, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
13369340-d2de-4ca6-afae-560dc6cfca64,hurricane-harvey_00000011,no-damage,29.735825,-95.4805736,2864 Bering Drive,2864,Bering Drive,Houston,Harris County,Texas,77057,United States,"2864, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
eb993a19-c4fb-4686-8198-250b3318dc13,hurricane-harvey_00000011,no-damage,29.7358412,-95.4804937,2862 Bering Drive,2862,Bering Drive,Houston,Harris County,Texas,77057,United States,"2862, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
17b4fa4e-9cca-4769-a94b-33154a257ab8,hurricane-harvey_00000011,no-damage,29.7353155,-95.4783098,5689 Winsome Lane,5689,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5689, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
4ed03ca2-8317-42c0-af6d-4624ff40d1d6,hurricane-harvey_00000011,no-damage,29.7336284,-95.4730021,5447 Lampasas Street,5447,Lampasas Street,Houston,Harris County,Texas,77056,United States,"5447, Lampasas Street, Lamar Terrace, Uptown, Houston, Harris County, Texas, 77056, United States",nominatim,
4b7df207-36d3-4935-a6b9-fbdde803d8d2,hurricane-harvey_00000011,no-damage,29.7351768,-95.4781128,5679 Winsome Lane,5679,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5679, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
56c45170-7850-4c74-8992-c4b0bb0cfbdb,hurricane-harvey_00000011,no-damage,29.7345815,-95.4763066,3033 Chimney Rock Road,3033,Chimney Rock Road,Houston,Harris County,Texas,77056,United States,"3033, Chimney Rock Road, Houston, Harris County, Texas, 77056, United States",nominatim,
37694ced-7f4a-48de-8b8c-1ab96cf38b24,hurricane-harvey_00000011,no-damage,29.7351596,-95.4775606,5649 Winsome Lane,5649,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5649, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
1e482aab-2eb9-483e-a12c-c7262193ffd4,hurricane-harvey_00000011,no-damage,29.7354566,-95.4783961,5695 Winsome Lane,5695,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5695, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
33142ba8-f596-4a3f-9b47-6f332b3009b2,hurricane-harvey_00000011,no-damage,29.7358578,-95.4794441,5709 Val Verde Street,5709,Val Verde Street,Houston,Harris County,Texas,77057,United States,"5709, Val Verde Street, Houston, Harris County, Texas, 77057, United States",nominatim,
bdadbdb9-eae1-48e1-a082-dfb5147e487e,hurricane-harvey_00000011,no-damage,29.7351562,-95.4798505,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
30002731-6a73-48b4-8afd-0ea2d15c9ef3,hurricane-harvey_00000011,no-damage,29.7350892,-95.4805736,2908 Bering Drive,2908,Bering Drive,Houston,Harris County,Texas,77057,United States,"2908, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
bacfb463-ac52-4c85-b8e1-3b5dc7c9e7a7,hurricane-harvey_00000011,no-damage,29.7350928,-95.4801226,2905 Bering Drive,2905,Bering Drive,Houston,Harris County,Texas,77057,United States,"2905, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
fde90437-7f87-4e30-8ecc-88f565e07958,hurricane-harvey_00000011,no-damage,29.7349656,-95.4797761,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
359bba10-6af3-4f75-b960-99dabd75f148,hurricane-harvey_00000011,no-damage,29.7349574,-95.4797061,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
da00186a-7c5f-4425-b8db-52704459e7df,hurricane-harvey_00000011,no-damage,29.7349876,-95.4792802,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
8c542f06-463e-4f70-ad16-8943e93fa413,hurricane-harvey_00000011,no-damage,29.7350048,-95.4787957,5624 Dolores Street,5624,Dolores Street,Houston,Harris County,Texas,77056,United States,"5624, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
01a5dab5-77de-4d17-9e21-31237b4e6544,hurricane-harvey_00000011,no-damage,29.7350965,-95.4786717,5624 Dolores Street,5624,Dolores Street,Houston,Harris County,Texas,77056,United States,"5624, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
2a371864-d7a2-43df-936b-3a765b8c597e,hurricane-harvey_00000011,no-damage,29.7352392,-95.4789163,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
5a5027d8-39c1-4dd8-a70d-a0233236c1eb,hurricane-harvey_00000011,no-damage,29.7353746,-95.4791165,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
fb3d47f1-d1a5-42d0-b747-94ed7327cedc,hurricane-harvey_00000011,no-damage,29.7358324,-95.4803786,2865 Bering Drive,2865,Bering Drive,Houston,Harris County,Texas,77057,United States,"2865, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
15556327-2c5b-4b45-ae0a-29cd8e7dccca,hurricane-harvey_00000011,no-damage,29.7358014,-95.4804457,2869 Bering Drive,2869,Bering Drive,Houston,Harris County,Texas,77057,United States,"2869, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
85b34170-16cf-4fa1-8134-a22263c15ec3,hurricane-harvey_00000011,no-damage,29.735173,-95.4791904,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
f4815775-a50b-4691-b2fc-71f9dee3eac7,hurricane-harvey_00000011,no-damage,29.7353428,-95.4793972,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
7281cdd6-f48b-4cbd-b60b-8b6f17d9a908,hurricane-harvey_00000011,no-damage,29.7351238,-95.4790982,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
03a3a480-1cd7-49bc-8505-f222692f98e8,hurricane-harvey_00000011,no-damage,29.7353103,-95.479328,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
f6e9133c-6358-4a76-97d0-994bafae6dd0,hurricane-harvey_00000011,no-damage,29.7348107,-95.4781544,5612 Dolores Street,5612,Dolores Street,Houston,Harris County,Texas,77056,United States,"5612, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
e630f177-e64d-41da-af68-568dba2616c4,hurricane-harvey_00000011,no-damage,29.7348947,-95.4780597,5610 Dolores Street,5610,Dolores Street,Houston,Harris County,Texas,77056,United States,"5610, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
d1d5a87a-377e-43b4-9ef3-bb7efc3e5562,hurricane-harvey_00000011,no-damage,29.734537,-95.4773408,Avalon Way,,Avalon Way,Houston,Harris County,Texas,77057,United States,"Avalon Way, Houston, Harris County, Texas, 77057, United States",nominatim,
ad8691a7-d6b0-4c4b-a752-161ceb529bcd,hurricane-harvey_00000011,no-damage,29.7354252,-95.4798559,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
b6b325f4-9f09-405e-9932-dc075f50641a,hurricane-harvey_00000011,no-damage,29.7346457,-95.4777642,Avalon Way,,Avalon Way,Houston,Harris County,Texas,77057,United States,"Avalon Way, Houston, Harris County, Texas, 77057, United States",nominatim,
5fdcc38b-d13d-4ccd-b2b2-a110dd52dc0b,hurricane-harvey_00000011,no-damage,29.7350483,-95.4786872,5624 Dolores Street,5624,Dolores Street,Houston,Harris County,Texas,77056,United States,"5624, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
b09191fe-e86f-4791-8327-ac24c7d55307,hurricane-harvey_00000011,no-damage,29.7342647,-95.4766083,3032 Chimney Rock Road,3032,Chimney Rock Road,Houston,Harris County,Texas,77056,United States,"3032, Chimney Rock Road, Houston, Harris County, Texas, 77056, United States",nominatim,
80c7d419-e31e-4e0e-ac38-e6b4b828acfb,hurricane-harvey_00000011,no-damage,29.7350692,-95.4788208,5624 Dolores Street,5624,Dolores Street,Houston,Harris County,Texas,77056,United States,"5624, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
5690c654-5b5e-46b4-863c-450524e3fd37,hurricane-harvey_00000011,no-damage,29.7356228,-95.4810148,5824 Winsome Lane,5824,Winsome Lane,Houston,Harris County,Texas,77057,United States,"5824, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
f662c92a-612a-42b5-8670-503bc9815613,hurricane-harvey_00000011,no-damage,29.7354077,-95.4799765,5721 Winsome Lane,5721,Winsome Lane,Houston,Harris County,Texas,77057,United States,"Helena's Wax and Day Spa, 5721, Winsome Lane, Houston, Harris County, Texas, 77057, United States",nominatim,
99fbc167-36fb-4440-9ebd-fd592e220fa4,hurricane-harvey_00000011,no-damage,29.7347734,-95.4783781,5622 Dolores Street,5622,Dolores Street,Houston,Harris County,Texas,77056,United States,"5622, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
ad8af32c-d00d-4f7d-be0a-395f9e5a6c7e,hurricane-harvey_00000011,no-damage,29.7343243,-95.4765555,5598 Dolores Street,5598,Dolores Street,Houston,Harris County,Texas,77056,United States,"5598, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
9e337bc4-2e36-4a55-b0ed-e9598d54ab18,hurricane-harvey_00000011,no-damage,29.7345482,-95.4777018,Avalon Way,,Avalon Way,Houston,Harris County,Texas,77057,United States,"Avalon Way, Houston, Harris County, Texas, 77057, United States",nominatim,
6ea150a2-6d5a-4506-b443-7062a7784ef8,hurricane-harvey_00000011,no-damage,29.734886,-95.4784287,5622 Dolores Street,5622,Dolores Street,Houston,Harris County,Texas,77056,United States,"5622, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
0a93b7f0-6c68-4ad0-9369-9602262ddb81,hurricane-harvey_00000011,no-damage,29.7347382,-95.4783915,5620 Dolores Street,5620,Dolores Street,Houston,Harris County,Texas,77056,United States,"5620, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
7ac4de0d-10b3-4170-9c98-fe808d49078b,hurricane-harvey_00000011,no-damage,29.7349206,-95.4786154,5624 Dolores Street,5624,Dolores Street,Houston,Harris County,Texas,77056,United States,"5624, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
2ed008f2-6dfc-47e9-870e-505998f7b546,hurricane-harvey_00000011,no-damage,29.7347558,-95.478398,5622 Dolores Street,5622,Dolores Street,Houston,Harris County,Texas,77056,United States,"5622, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
4cad03fe-834a-4761-80b6-43cf2a6a1193,hurricane-harvey_00000011,no-damage,29.7344073,-95.4777603,Avalon Way,,Avalon Way,Houston,Harris County,Texas,77057,United States,"Avalon Way, Houston, Harris County, Texas, 77057, United States",nominatim,
955a5010-3c5d-47ce-aabb-c343226a18b2,hurricane-harvey_00000011,no-damage,29.7350333,-95.4802345,2907 Bering Drive,2907,Bering Drive,Houston,Harris County,Texas,77057,United States,"2907, Bering Drive, Houston, Harris County, Texas, 77057, United States",nominatim,
f2815cc6-b553-41c1-860d-3a189c2357cf,hurricane-harvey_00000011,no-damage,29.7346647,-95.4787529,5626 Dolores Street,5626,Dolores Street,Houston,Harris County,Texas,77056,United States,"5626, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
f8a202b1-d678-409b-89c8-9826cbde3d0d,hurricane-harvey_00000011,no-damage,29.7346394,-95.4789229,5626 Dolores Street,5626,Dolores Street,Houston,Harris County,Texas,77056,United States,"5626, Dolores Street, Houston, Harris County, Texas, 77056, United States",nominatim,
